id	M	dec_year	latitude	longitude	depth	strike	dip	rake	s11	s12	s13	s22	s23	s33
681.0	1.7	2009.279693	42.54586	13.31067	7.515	320.0	50.0	-120.0	65370.0	32110.0	14870.0	77370.0	4853.0	-27970.0
682.0	0.8	2009.279699	42.5428	13.30892	8.295	115.0	35.0	-110.0	66930.0	30780.0	16010.0	83010.0	5521.0	-29090.0
683.0	1.1	2009.279733	42.39972	13.37233	4.628	190.0	85.0	130.0	-375600.0	108700.0	370700.0	1081000.0	-734700.0	-94040.0
684.0	1.2	2009.279763	42.36783	13.36304	7.966	35.0	70.0	-40.0	-1283000.0	-3264000.0	3590000.0	-897100.0	-206100.0	7363000.0
685.0	1.8	2009.279779	42.52235	13.31817	8.487	150.0	45.0	-80.0	95530.0	144900.0	13450.0	94770.0	62320.0	-139300.0
686.0	1.3	2009.279869	42.39453	13.42067	7.609	120.0	45.0	-100.0	-379500.0	-202500.0	-53430.0	12690.0	-137200.0	662100.0
687.0	0.8	2009.279949	42.48615	13.36652	7.718	15.0	65.0	-20.0	-1275000.0	-594100.0	203300.0	-45370.0	-304000.0	711100.0
688.0	2.6	2009.280075	42.27222	13.50034	4.453	140.0	55.0	-75.0	813100.0	243000.0	460200.0	552600.0	78020.0	-116500.0
689.0	1.3	2009.280083	42.27581	13.49304	4.434	90.0	35.0	-170.0	919400.0	271300.0	542500.0	602100.0	58800.0	-123100.0
690.0	0.8	2009.280104	42.41697	13.38079	8.42	45.0	90.0	-110.0	-101300.0	-37380.0	135100.0	251900.0	-188900.0	277500.0
691.0	1.4	2009.280116	42.45375	13.429	7.166	195.0	60.0	-50.0	-67080.0	81950.0	51770.0	204100.0	21190.0	26110.0
692.0	1.7	2009.280117	42.3743	13.36607	7.235	195.0	60.0	-50.0	-2196000.0	-1729000.0	1267000.0	721200.0	-679900.0	5080000.0
693.0	2.0	2009.280133	42.29152	13.49174	4.368	20.0	20.0	-20.0	1210000.0	11500.0	555600.0	1142000.0	-638600.0	477600.0
694.0	0.7	2009.280184	42.36186	13.35511	8.496	345.0	35.0	40.0	301900.0	678900.0	-463600.0	1065000.0	-792400.0	-2382000.0
695.0	1.6	2009.28019	42.35849	13.35758	8.597	355.0	90.0	80.0	-883300.0	-1196000.0	446700.0	-2028000.0	400100.0	1653000.0
696.0	2.8	2009.280252	42.27578	13.50799	5.292	170.0	65.0	-35.0	926200.0	298800.0	447900.0	712300.0	73740.0	303100.0
697.0	1.0	2009.280256	42.36407	13.36359	7.883	10.0	20.0	60.0	-1800000.0	-2986000.0	2982000.0	-3025000.0	1597000.0	7029000.0
698.0	1.1	2009.280272	42.37518	13.37052	6.889	295.0	90.0	140.0	-1622000.0	-250700.0	78210.0	1922000.0	-1320000.0	-2097000.0
699.0	1.0	2009.280289	42.36075	13.35875	8.446	20.0	50.0	-40.0	-1665000.0	-2005000.0	1389000.0	-2613000.0	998000.0	2904000.0
700.0	1.3	2009.280314	42.27465	13.50768	5.184	155.0	60.0	-70.0	873600.0	265400.0	433400.0	645200.0	89080.0	154200.0
701.0	1.2	2009.280345	42.33752	13.44753	14.76	90.0	60.0	-100.0	629200.0	-30590.0	724600.0	585000.0	-121100.0	1284000.0
702.0	1.1	2009.280353	42.34034	13.44297	14.614	350.0	25.0	-10.0	632800.0	-66600.0	665800.0	525500.0	-46930.0	1134000.0
703.0	0.9	2009.280392	42.54277	13.30851	8.31	185.0	60.0	-30.0	66930.0	30780.0	16010.0	83010.0	5521.0	-29090.0
704.0	1.0	2009.28043	42.47586	13.36836	7.711	150.0	55.0	-130.0	-405200.0	-25250.0	285400.0	247600.0	-108600.0	-114500.0
705.0	0.9	2009.280453	42.36869	13.36184	7.945	320.0	90.0	90.0	-914300.0	-2553000.0	3123000.0	-1107000.0	66290.0	6229000.0
706.0	2.0	2009.280474	42.27979	13.49903	4.414	140.0	60.0	-60.0	816100.0	152600.0	423900.0	776200.0	-68200.0	247500.0
707.0	1.0	2009.280484	42.4434	13.43171	8.399	355.0	60.0	10.0	-49730.0	30430.0	75430.0	145600.0	-8130.0	134500.0
708.0	1.7	2009.280536	42.36291	13.33371	8.389	75.0	60.0	140.0	334500.0	298500.0	-386100.0	-241800.0	-12650.0	223400.0
709.0	0.8	2009.280557	42.41935	13.37689	7.7	125.0	40.0	-100.0	-138600.0	-25970.0	151200.0	301300.0	-202600.0	262100.0
710.0	0.8	2009.280568	42.53163	13.32311	7.972	130.0	30.0	-140.0	98160.0	74760.0	14170.0	131100.0	21510.0	-107200.0
711.0	1.5	2009.280581	42.54334	13.30838	8.294	150.0	50.0	-70.0	66480.0	28780.0	15750.0	80480.0	4771.0	-26450.0
712.0	1.2	2009.280584	42.36875	13.36088	8.006	40.0	75.0	-90.0	-914300.0	-2553000.0	3123000.0	-1107000.0	66290.0	6229000.0
713.0	0.9	2009.280593	42.544	13.31529	7.356	80.0	30.0	-120.0	70890.0	35770.0	14780.0	83150.0	5744.0	-38160.0
714.0	1.0	2009.280597	42.5429	13.30763	8.383	30.0	40.0	-40.0	66020.0	28590.0	16040.0	81620.0	5075.0	-25550.0
715.0	1.2	2009.280598	42.54543	13.31085	7.513	30.0	40.0	-40.0	65370.0	32110.0	14870.0	77370.0	4853.0	-27970.0
716.0	1.4	2009.280601	42.28289	13.51227	5.297	150.0	65.0	-60.0	1022000.0	358000.0	-312400.0	978200.0	126100.0	698900.0
717.0	0.8	2009.280613	42.40522	13.37112	4.605	200.0	75.0	0.0	-275400.0	55990.0	256800.0	892100.0	-603300.0	94860.0
718.0	0.9	2009.28062	42.37168	13.36854	7.45	100.0	30.0	160.0	-689000.0	110800.0	450900.0	2646000.0	-1720000.0	-572800.0
719.0	1.1	2009.280639	42.33617	13.50075	3.105	360.0	70.0	70.0	-124900.0	-340100.0	304600.0	-553900.0	964600.0	-194000.0
720.0	0.3	2009.280691	42.36203	13.33539	8.069	115.0	85.0	120.0	300100.0	268400.0	-285400.0	-481600.0	-444.6	59180.0
721.0	1.4	2009.280771	42.37061	13.36456	7.739	345.0	40.0	-90.0	1652000.0	422000.0	2034000.0	2839000.0	-1274000.0	285700.0
722.0	1.9	2009.280797	42.35737	13.36492	8.426	130.0	50.0	-100.0	900900.0	-2131000.0	3272000.0	-2686000.0	2232000.0	7830000.0
723.0	3.65	2009.280812	42.4415	13.45354	7.708	15.0	60.0	-30.0	-116700.0	-7122.0	43360.0	124600.0	9405.0	135100.0
724.0	1.2	2009.280825	42.35597	13.36187	8.494	115.0	70.0	-110.0	611000.0	-425400.0	-1180000.0	-2456000.0	-309400.0	-1883000.0
725.0	1.1	2009.28083	42.35661	13.36504	8.36	20.0	15.0	40.0	-1962000.0	-1824000.0	-40880.0	-3137000.0	430300.0	-90910.0
726.0	0.0	2009.280831	42.37567	13.40565	3.054	55.0	10.0	50.0	-3079000.0	-2737000.0	1309000.0	-3634000.0	1103000.0	3611000.0
727.0	1.7	2009.280876	42.44278	13.4485	7.775	15.0	35.0	-20.0	-105300.0	5663.0	52690.0	133700.0	9431.0	141500.0
728.0	0.9	2009.280896	42.37207	13.36214	7.779	325.0	70.0	-120.0	1432000.0	145600.0	1482000.0	2002000.0	-903300.0	886500.0
729.0	0.8	2009.280953	42.37525	13.35848	7.959	195.0	80.0	-70.0	457600.0	-500600.0	1811000.0	318300.0	-207400.0	1592000.0
730.0	1.3	2009.280959	42.36609	13.33477	7.377	100.0	80.0	-170.0	321900.0	339500.0	-282500.0	-501700.0	-18200.0	-253600.0
731.0	1.2	2009.28101	42.47683	13.38573	8.87	30.0	75.0	0.0	-284500.0	-924500.0	159100.0	-1890000.0	540000.0	2443000.0
732.0	0.8	2009.281012	42.36659	13.36227	7.924	140.0	45.0	-140.0	-1283000.0	-3264000.0	3590000.0	-897100.0	-206100.0	7363000.0
733.0	0.9	2009.281036	42.52294	13.31248	8.023	355.0	85.0	50.0	78300.0	115700.0	24690.0	46880.0	32570.0	-75300.0
734.0	2.0	2009.281039	42.2868	13.48808	3.798	145.0	45.0	-40.0	1059000.0	80630.0	706200.0	719400.0	-261800.0	248400.0
735.0	1.0	2009.281093	42.54562	13.31132	7.81	360.0	45.0	-140.0	65620.0	31470.0	15080.0	77780.0	4786.0	-27670.0
736.0	1.3	2009.281118	42.54161	13.25721	9.68	130.0	50.0	-110.0	56930.0	11910.0	17370.0	49370.0	-3221.0	13370.0
737.0	1.1	2009.28131	42.54874	13.31076	7.492	100.0	30.0	-130.0	63240.0	29510.0	14100.0	72720.0	3850.0	-22860.0
738.0	2.5	2009.281336	42.54665	13.31271	7.76	45.0	30.0	-100.0	66240.0	30930.0	14750.0	76690.0	4296.0	-27810.0
739.0	0.9	2009.28135	42.52304	13.31865	8.862	165.0	50.0	-80.0	88230.0	107700.0	11140.0	151200.0	44960.0	-136000.0
740.0	2.1	2009.281403	42.54151	13.30876	8.313	145.0	45.0	-100.0	67250.0	33230.0	16230.0	85410.0	6410.0	-31880.0
741.0	1.0	2009.281437	42.44319	13.42359	8.966	35.0	50.0	-30.0	10320.0	34680.0	80470.0	154900.0	-23900.0	124200.0
742.0	3.4	2009.281447	42.36205	13.36227	8.194	10.0	40.0	-50.0	-1070000.0	-2545000.0	2536000.0	-1143000.0	452300.0	5883000.0
743.0	1.2	2009.281457	42.36414	13.35781	8.665	40.0	30.0	-20.0	-804900.0	-2697000.0	2347000.0	-2178000.0	-241300.0	4762000.0
744.0	3.0	2009.281462	42.36199	13.36264	8.527	10.0	35.0	-35.0	-846500.0	-2697000.0	2890000.0	-239200.0	-366600.0	6331000.0
745.0	1.0	2009.281523	42.36037	13.36502	8.43	140.0	60.0	-150.0	-987300.0	-3770000.0	3647000.0	-3362000.0	587000.0	8678000.0
746.0	2.6	2009.281558	42.36412	13.37118	7.622	350.0	35.0	-50.0	-811500.0	-3138000.0	3332000.0	-3013000.0	747800.0	5700000.0
747.0	1.1	2009.281578	42.3743	13.3594	8.091	85.0	50.0	-140.0	417800.0	-572100.0	1674000.0	822400.0	-400700.0	1915000.0
748.0	1.2	2009.281582	42.37447	13.36924	7.062	160.0	60.0	-110.0	-428400.0	1091000.0	-788300.0	3761000.0	-2016000.0	-3752000.0
749.0	0.9	2009.281584	42.35743	13.36597	8.303	45.0	35.0	-30.0	-1111000.0	-2715000.0	1296000.0	-4050000.0	1243000.0	5167000.0
750.0	1.7	2009.281631	42.36115	13.36365	8.49	140.0	60.0	-120.0	-1677000.0	-4795000.0	3923000.0	-4102000.0	1090000.0	10790000.0
751.0	1.1	2009.281648	42.36078	13.36413	8.507	130.0	25.0	90.0	-1677000.0	-4795000.0	3923000.0	-4102000.0	1090000.0	10790000.0
752.0	0.9	2009.281672	42.25177	13.51289	5.857	300.0	60.0	30.0	342300.0	245200.0	-115800.0	274700.0	27970.0	-628500.0
753.0	4.85	2009.281684	42.50871	13.37688	6.664	335.0	30.0	-80.0	554100.0	-383600.0	-576400.0	800700.0	-1028000.0	4028000.0
754.0	1.1	2009.281721	42.35858	13.3711	8.066	275.0	90.0	100.0	-1457000.0	-3946000.0	3252000.0	-2816000.0	1797000.0	10040000.0
755.0	1.6	2009.281735	42.4911	13.39215	7.964	135.0	50.0	-80.0	471900.0	389300.0	-120500.0	-519700.0	368200.0	-866000.0
756.0	2.0	2009.28174	42.54876	13.30989	7.564	5.0	50.0	-80.0	58800.0	34510.0	9701.0	74850.0	3615.0	-26230.0
757.0	1.1	2009.281758	42.49764	13.38414	7.822	55.0	25.0	-20.0	147000.0	-755400.0	-456200.0	-2802000.0	1524000.0	1814000.0
758.0	0.8	2009.281799	42.49898	13.39072	6.778	150.0	70.0	-50.0	688800.0	704000.0	-737400.0	-474600.0	1131000.0	-1588000.0
759.0	1.6	2009.281824	42.48494	13.37041	7.954	350.0	65.0	-80.0	-1783000.0	-659800.0	687500.0	390600.0	-510700.0	679100.0
760.0	0.6	2009.281875	42.50232	13.28451	9.545	235.0	75.0	-110.0	111300.0	30220.0	34530.0	-84960.0	42000.0	1216.0
761.0	0.8	2009.281929	42.51829	13.37374	5.86	15.0	20.0	-10.0	623800.0	-270800.0	140000.0	-528900.0	297900.0	3217000.0
762.0	0.7	2009.282075	42.45141	13.39519	9.239	345.0	15.0	100.0	-739000.0	-132000.0	574500.0	574800.0	-76820.0	-560200.0
763.0	2.3	2009.282086	42.54348	13.30582	8.083	135.0	45.0	-110.0	59040.0	37100.0	10780.0	76880.0	5613.0	-26510.0
764.0	2.2	2009.282087	42.54588	13.30404	8.317	135.0	45.0	-110.0	59740.0	32870.0	10570.0	76670.0	4755.0	-24270.0
765.0	1.7	2009.282167	42.55723	13.31151	7.776	115.0	25.0	-110.0	55510.0	28580.0	8661.0	66830.0	1710.0	-16750.0
766.0	0.9	2009.282179	42.47986	13.37356	7.856	150.0	40.0	-110.0	-964400.0	-106200.0	626600.0	751300.0	-292400.0	-160800.0
767.0	1.3	2009.282223	42.44339	13.44891	7.435	75.0	55.0	-90.0	-120800.0	788.2	53600.0	138300.0	12520.0	129500.0
768.0	0.9	2009.282261	42.36425	13.35549	8.701	5.0	90.0	-100.0	-1538000.0	-2546000.0	2329000.0	-2472000.0	488100.0	4716000.0
769.0	1.8	2009.282266	42.36121	13.46876	16.287	110.0	55.0	-140.0	346900.0	263000.0	234300.0	114300.0	256300.0	378600.0
770.0	0.9	2009.282338	42.54432	13.30292	8.452	130.0	30.0	-130.0	59650.0	33150.0	10870.0	76490.0	5352.0	-23240.0
771.0	0.6	2009.282442	42.37013	13.35959	7.906	80.0	70.0	-140.0	386400.0	-1308000.0	1986000.0	360500.0	-242500.0	4196000.0
772.0	1.5	2009.282482	42.4853	13.36873	9.15	145.0	35.0	-80.0	335700.0	-191600.0	-675900.0	-1606000.0	31820.0	1022000.0
773.0	1.2	2009.28256	42.54287	13.30128	8.358	180.0	45.0	-60.0	57590.0	37680.0	11500.0	73030.0	6195.0	-21930.0
774.0	1.0	2009.282577	42.50116	13.37723	7.931	110.0	65.0	-120.0	-262200.0	-1323000.0	-89160.0	-2469000.0	739700.0	3953000.0
775.0	0.9	2009.282591	42.42828	13.28904	7.395	165.0	85.0	-50.0	36940.0	-5209.0	1092.0	145100.0	-68940.0	29840.0
776.0	1.5	2009.282607	42.54836	13.31169	7.459	160.0	50.0	-90.0	59950.0	35700.0	9242.0	76230.0	3504.0	-29390.0
777.0	1.4	2009.282773	42.50844	13.38846	6.189	155.0	35.0	-70.0	-591200.0	-618500.0	665100.0	-1904000.0	1144000.0	-1218000.0
778.0	0.9	2009.282798	42.37663	13.35322	8.373	30.0	25.0	40.0	416700.0	-516700.0	1687000.0	40750.0	-95150.0	1079000.0
779.0	0.9	2009.282818	42.27689	13.48883	6.477	10.0	35.0	-140.0	1225000.0	1083000.0	97420.0	1199000.0	-65120.0	-1628000.0
780.0	0.8	2009.282832	42.4926	13.37373	8.595	360.0	60.0	-110.0	470300.0	-202600.0	-791800.0	-491000.0	242400.0	1129000.0
781.0	1.5	2009.282842	42.5131	13.38232	5.215	125.0	55.0	-130.0	570400.0	515500.0	-785400.0	1052000.0	-982000.0	921600.0
782.0	0.7	2009.282853	42.37922	13.34423	8.576	35.0	55.0	-50.0	126100.0	-313000.0	1120000.0	-310300.0	271100.0	514800.0
783.0	1.1	2009.28286	42.53687	13.33156	8.495	120.0	55.0	-130.0	104600.0	55930.0	21140.0	168300.0	-3744.0	-129300.0
784.0	2.6	2009.282867	42.49741	13.39445	6.941	345.0	40.0	-40.0	318100.0	525000.0	-191900.0	-608300.0	872500.0	-1915000.0
785.0	1.5	2009.282873	42.49104	13.37329	8.619	125.0	45.0	-100.0	364500.0	-252400.0	-607500.0	-722800.0	181400.0	541100.0
786.0	0.8	2009.282885	42.38068	13.3513	7.816	195.0	75.0	-80.0	840700.0	-370100.0	1597000.0	-282000.0	-270200.0	1843000.0
787.0	0.0	2009.28289	42.37083	13.35327	8.55	150.0	60.0	-130.0	82540.0	-810000.0	1838000.0	918300.0	-500400.0	2364000.0
788.0	1.4	2009.282901	42.33735	13.38841	9.026	30.0	50.0	-140.0	-2064000.0	-3209000.0	2212000.0	-3580000.0	1236000.0	8577000.0
789.0	0.9	2009.282931	42.50385	13.38498	6.876	335.0	60.0	-110.0	-101700.0	-621700.0	98340.0	-2389000.0	1777000.0	534400.0
790.0	2.2	2009.282959	42.34334	13.42318	5.129	105.0	65.0	-150.0	2693000.0	-170300.0	230300.0	-2054000.0	1156000.0	-351000.0
791.0	0.0	2009.283026	42.38515	13.42196	8.811	110.0	70.0	-90.0	16960.0	-32220.0	-113400.0	7360.0	-134900.0	434000.0
792.0	0.8	2009.283092	42.38358	13.42184	8.921	55.0	15.0	-30.0	75230.0	-3195.0	-94530.0	11600.0	-128400.0	413700.0
793.0	2.1	2009.283171	42.44235	13.42533	8.605	155.0	25.0	-60.0	-17820.0	35630.0	86020.0	158500.0	-22430.0	127600.0
794.0	1.3	2009.283222	42.54242	13.30269	8.669	290.0	85.0	-120.0	60940.0	33500.0	10840.0	79010.0	6024.0	-25270.0
795.0	0.6	2009.283238	42.52681	13.35324	7.002	250.0	85.0	-50.0	500900.0	495700.0	112800.0	902600.0	-133000.0	-1058000.0
796.0	1.1	2009.283307	42.50439	13.39635	8.203	155.0	45.0	-110.0	-56580.0	-125200.0	-132400.0	-512000.0	-70340.0	-302000.0
797.0	0.9	2009.283308	42.50217	13.38987	6.565	155.0	45.0	-110.0	1076000.0	883200.0	-340500.0	291600.0	1137000.0	-753000.0
798.0	1.1	2009.283363	42.29571	13.48283	3.41	65.0	15.0	-130.0	1179000.0	57840.0	1150000.0	738300.0	-592900.0	820800.0
799.0	0.8	2009.283424	42.44891	13.39044	9.017	195.0	70.0	-60.0	-516700.0	-120700.0	163700.0	280900.0	-49180.0	-121300.0
800.0	1.7	2009.283489	42.52854	13.32759	8.361	125.0	45.0	-100.0	116200.0	105900.0	1851.0	207100.0	26380.0	-193100.0
801.0	3.6	2009.283589	42.54782	13.31953	7.09	155.0	50.0	-90.0	68970.0	41640.0	7402.0	85020.0	3151.0	-47090.0
802.0	0.9	2009.283646	42.55126	13.31705	7.569	355.0	40.0	-130.0	61080.0	35510.0	8571.0	75930.0	2226.0	-31340.0
803.0	1.9	2009.283649	42.54643	13.31662	7.454	145.0	30.0	-120.0	65610.0	41410.0	8905.0	84660.0	4395.0	-42590.0
804.0	2.0	2009.283701	42.34245	13.46082	12.443	130.0	35.0	-110.0	1004000.0	973900.0	518700.0	503600.0	1245000.0	-34160.0
805.0	1.8	2009.283708	42.49761	13.39871	6.809	165.0	50.0	-100.0	216400.0	368800.0	25320.0	-703500.0	684000.0	-1017000.0
806.0	1.7	2009.283715	42.49756	13.38782	7.03	355.0	85.0	-140.0	187700.0	-151400.0	-830900.0	-1151000.0	312400.0	499400.0
807.0	1.0	2009.283755	42.55113	13.31406	7.454	150.0	55.0	-90.0	60230.0	34990.0	8765.0	75610.0	2947.0	-29470.0
808.0	1.7	2009.283901	42.45944	13.38525	9.491	140.0	30.0	-80.0	-891800.0	-577200.0	494500.0	-1411000.0	468200.0	-1243000.0
809.0	0.7	2009.283945	42.49559	13.38306	8.039	55.0	55.0	-10.0	625800.0	-225300.0	-1012000.0	-847700.0	650700.0	1446000.0
810.0	2.1	2009.28395	42.54429	13.29792	8.436	135.0	55.0	-120.0	57440.0	32840.0	11510.0	71180.0	5119.0	-17410.0
811.0	0.8	2009.283963	42.36564	13.35946	8.297	130.0	60.0	-140.0	-722900.0	-2757000.0	2271000.0	-2534000.0	-658800.0	4718000.0
812.0	0.8	2009.283978	42.33187	13.42585	6.295	125.0	45.0	-150.0	177800.0	1403000.0	510000.0	-2573000.0	2310000.0	422300.0
813.0	1.2	2009.283985	42.36245	13.36786	7.911	115.0	65.0	-120.0	-1099000.0	-4043000.0	3878000.0	-4598000.0	1429000.0	7906000.0
814.0	3.2	2009.28399	42.52644	13.33255	7.597	330.0	40.0	-80.0	199000.0	202100.0	-38180.0	192600.0	55640.0	-289600.0
815.0	2.0	2009.284001	42.5464	13.29955	8.16	145.0	45.0	-110.0	55420.0	31450.0	11430.0	68170.0	3805.0	-14530.0
816.0	1.0	2009.284009	42.53444	13.32038	8.005	115.0	50.0	-110.0	81050.0	73540.0	6157.0	117300.0	15840.0	-92560.0
817.0	0.7	2009.284015	42.48346	13.36999	8.026	335.0	5.0	0.0	-1791000.0	-598000.0	932300.0	633800.0	-547200.0	412200.0
818.0	0.8	2009.284103	42.50435	13.33573	8.582	200.0	40.0	20.0	134300.0	-481600.0	40480.0	-1846000.0	871400.0	167900.0
819.0	0.9	2009.284106	42.4744	13.37433	7.061	100.0	45.0	-90.0	-146700.0	85190.0	136400.0	394000.0	-47290.0	-8039.0
820.0	1.9	2009.284114	42.33612	13.39221	8.667	155.0	60.0	-60.0	-2134000.0	-1534000.0	914000.0	-1452000.0	-215100.0	1096000.0
821.0	0.9	2009.284135	42.45969	13.38561	9.353	185.0	20.0	-60.0	-1037000.0	-637700.0	486600.0	-1552000.0	421900.0	-1463000.0
822.0	3.0	2009.284219	42.54537	13.30168	8.054	345.0	50.0	-70.0	56530.0	33930.0	11320.0	70990.0	4581.0	-18610.0
823.0	1.2	2009.284224	42.37426	13.36806	6.992	110.0	60.0	-110.0	-3129000.0	-2229000.0	913400.0	-684500.0	-652000.0	3192000.0
824.0	2.0	2009.284232	42.27037	13.50089	5.798	160.0	45.0	-60.0	1076000.0	471400.0	416200.0	554800.0	92960.0	-659300.0
825.0	0.7	2009.284238	42.43864	13.3902	8.389	140.0	15.0	-80.0	-168500.0	1760.0	124100.0	217200.0	-86800.0	133300.0
826.0	0.8	2009.284274	42.42567	13.37714	8.593	155.0	50.0	-90.0	-95920.0	-26500.0	135200.0	233300.0	-151200.0	208400.0
827.0	1.0	2009.284278	42.44257	13.45181	7.045	155.0	55.0	-140.0	-132700.0	-12600.0	56620.0	147100.0	16280.0	132000.0
828.0	1.0	2009.284279	42.44327	13.42566	8.579	155.0	55.0	-140.0	-17820.0	35630.0	86020.0	158500.0	-22430.0	127600.0
829.0	4.1	2009.284313	42.5437	13.30444	8.274	330.0	45.0	-90.0	59940.0	35320.0	10640.0	78020.0	5560.0	-26450.0
830.0	0.8	2009.284323	42.5475	13.31353	7.68	180.0	40.0	-70.0	62970.0	36960.0	9403.0	81190.0	4015.0	-34900.0
831.0	3.0	2009.284381	42.53894	13.31176	8.278	330.0	45.0	-90.0	65970.0	46270.0	9525.0	93210.0	9099.0	-47590.0
832.0	2.3	2009.28439	42.54772	13.29647	8.219	140.0	45.0	-110.0	55410.0	29840.0	11630.0	66910.0	3628.0	-12170.0
833.0	2.5	2009.284414	42.50719	13.30434	8.724	140.0	30.0	-80.0	142900.0	116000.0	44400.0	-257900.0	59090.0	-47530.0
834.0	2.3	2009.284419	42.50829	13.303	8.837	150.0	20.0	-80.0	133600.0	127300.0	40590.0	-220200.0	60330.0	-50090.0
835.0	1.4	2009.284421	42.53048	13.31584	8.195	105.0	45.0	-110.0	75210.0	92440.0	5249.0	106000.0	28660.0	-94050.0
836.0	2.0	2009.284435	42.31593	13.44425	6.819	110.0	40.0	110.0	-1033000.0	-297800.0	3813000.0	-4893000.0	6981000.0	-6442000.0
837.0	2.6	2009.284437	42.50734	13.30714	8.723	110.0	40.0	110.0	158500.0	143700.0	51050.0	-325700.0	73320.0	-77090.0
838.0	1.1	2009.284459	42.50651	13.30546	8.806	145.0	45.0	-90.0	159200.0	111200.0	51200.0	-331700.0	63010.0	-57500.0
839.0	1.6	2009.284509	42.5543	13.30662	7.842	145.0	35.0	-80.0	55890.0	26960.0	9387.0	67050.0	2000.0	-14910.0
840.0	1.6	2009.284565	42.53637	13.3235	7.891	150.0	45.0	-80.0	89270.0	68750.0	7224.0	130400.0	10810.0	-104200.0
841.0	2.3	2009.284583	42.53111	13.32458	8.141	120.0	50.0	-100.0	98490.0	93600.0	2196.0	151400.0	22770.0	-139200.0
842.0	1.6	2009.284698	42.5376	13.30233	9.172	140.0	40.0	-40.0	65580.0	33200.0	10730.0	88610.0	7752.0	-32180.0
843.0	1.3	2009.284709	42.5059	13.30656	8.869	135.0	30.0	-90.0	159200.0	111200.0	51200.0	-331700.0	63010.0	-57500.0
844.0	0.8	2009.284737	42.48205	13.38532	8.548	190.0	50.0	-20.0	87200.0	-130000.0	296100.0	-238100.0	105300.0	244200.0
845.0	1.0	2009.284749	42.49963	13.39219	6.811	160.0	50.0	-100.0	384700.0	555800.0	-462100.0	-913900.0	1301000.0	-2108000.0
846.0	0.0	2009.284773	42.45863	13.38333	9.537	350.0	10.0	150.0	-798600.0	-611200.0	467700.0	-1236000.0	385200.0	-907700.0
847.0	0.9	2009.284774	42.53853	13.31338	8.068	105.0	25.0	-120.0	67590.0	49320.0	9278.0	95610.0	9169.0	-52990.0
848.0	0.6	2009.284799	42.52369	13.3329	7.933	125.0	40.0	-110.0	244800.0	272500.0	-58560.0	229900.0	100800.0	-392500.0
849.0	1.0	2009.284842	42.52584	13.33191	8.071	185.0	55.0	-60.0	179100.0	197700.0	-25570.0	236600.0	65020.0	-311600.0
850.0	0.0	2009.284854	42.48558	13.38309	8.558	85.0	25.0	170.0	1103000.0	788400.0	-401600.0	423000.0	109200.0	-1356000.0
851.0	0.8	2009.284881	42.45285	13.39879	8.672	80.0	20.0	130.0	-509200.0	-162200.0	754500.0	711700.0	-283800.0	-264200.0
852.0	1.7	2009.284924	42.4419	13.42631	8.438	160.0	25.0	-70.0	-26190.0	37510.0	88640.0	165300.0	-18350.0	131900.0
853.0	0.0	2009.285042	42.56162	13.31212	7.546	125.0	85.0	160.0	51430.0	28480.0	7817.0	62270.0	1013.0	-12410.0
854.0	1.1	2009.285217	42.42173	13.37789	8.488	100.0	75.0	-110.0	-103200.0	-28470.0	137400.0	246800.0	-171300.0	241500.0
855.0	0.9	2009.285229	42.30902	13.45435	7.041	50.0	50.0	-10.0	-8405000.0	-5237000.0	9067000.0	1458000.0	3709000.0	2632000.0
856.0	0.7	2009.285303	42.42123	13.38088	8.586	90.0	25.0	-150.0	-90470.0	-24680.0	138000.0	233100.0	-162700.0	247300.0
857.0	1.1	2009.285306	42.42388	13.37966	8.598	115.0	5.0	180.0	-94180.0	-22630.0	138100.0	231400.0	-151100.0	223000.0
858.0	0.9	2009.285336	42.2697	13.49719	5.684	130.0	45.0	-130.0	987100.0	461600.0	315300.0	528700.0	63390.0	-713100.0
859.0	0.7	2009.285349	42.45965	13.38626	9.55	230.0	5.0	0.0	-1008000.0	-563200.0	575500.0	-1492000.0	554400.0	-1594000.0
860.0	0.9	2009.285376	42.33357	13.39264	8.378	115.0	80.0	-80.0	-777200.0	222800.0	-457900.0	-189400.0	-248800.0	-2355000.0
861.0	0.9	2009.28549	42.42449	13.37925	8.684	160.0	25.0	-70.0	-94180.0	-22630.0	138100.0	231400.0	-151100.0	223000.0
862.0	0.6	2009.285504	42.54697	13.31295	7.722	110.0	35.0	-150.0	62970.0	36960.0	9403.0	81190.0	4015.0	-34900.0
863.0	0.8	2009.285516	42.38598	13.40579	8.084	140.0	55.0	-110.0	-173900.0	-156100.0	-96450.0	31140.0	-276200.0	554800.0
864.0	2.5	2009.285575	42.27986	13.49786	4.65	135.0	80.0	-150.0	884100.0	196600.0	501400.0	783900.0	-52970.0	237400.0
865.0	2.1	2009.285617	42.28485	13.50071	4.721	115.0	65.0	-90.0	821700.0	136700.0	241600.0	989600.0	-266600.0	529000.0
866.0	2.1	2009.285628	42.27841	13.49628	4.963	170.0	75.0	-40.0	988900.0	304000.0	607700.0	755600.0	24220.0	105500.0
867.0	1.4	2009.285634	42.56256	13.31411	7.491	130.0	45.0	-130.0	50110.0	27990.0	7647.0	60770.0	816.4	-10530.0
